author,content,description,from_json,publishedAt,source.id,source.name,title,url
"Ian Hanchett, Ian Hanchett","During an interview with CNN aired on Monday’s broadcast of CNN’s “The Story Is,” California Gov. Gavin Newsom (D) said that New York City mayoral candidate Assemblyman Zohran Mamdani (D) isn’t bad f…","During an interview with CNN aired on Monday’s broadcast of CNN’s “The Story Is,” California Gov. Gavin Newsom (D) said that New York City mayoral candidate Assemblyman Zohran Mamdani (D) isn’t bad for the Democratic Party and responded to a The post Newsom: …",Nov18_Right_pre.json,2025-10-28T10:42:23Z,breitbart-news,Breitbart News,"Newsom: Mamdani Isn't Bad for Party, Dems Can Unite on Common 'Social Justice,' 'Economic Justice'",https://www.breitbart.com/clips/2025/10/28/newsom-mamdani-isnt-bad-for-party-dems-can-unite-on-common-social-justice-economic-justice/
Warner Todd Huston,Popular liberal radio host and podcaster Charlemagne Tha God used Comedy Central’s platform to call for Democrat leaders to face primaries so socialists like Zohran Mamdani could get their shot at le…,Popular liberal radio host and podcaster Charlemagne Tha God used Comedy Central's platform to call for Democrat leaders to face primaries so socialists like Zohran Mamdani could get their shot at leading the increasingly left-wing party. The post Charlemagne…,Nov18_Right_pre.json,2025-10-31T18:10:07Z,breitbart-news,Breitbart News,Charlemagne Tha God: It’s Time Schumer and Jeffries Face Primaries So Socialists Like Mamdani Can Have a Chance to Lead Democrats,https://www.breitbart.com/entertainment/2025/10/31/charlemagne-tha-god-its-time-schumer-and-jeffries-face-primaries-so-socialists-like-mamdani-can-have-a-chance-to-lead-democrats/
Oliver JJ Lane,A British socialist politician who once called American politicians getting involved in British elections “entirely unacceptable interference in our democracy” and who was eventually purged from his …,"Corbyn once called U.S. involvement in British elections ""entirely unacceptable"" and was purged from his own party over antisemitism scandals. The post Veteran British Socialist Jeremy Corbyn Campaigning For Zohran Mamdani Ahead of New York Election appeared …",Nov18_Right_pre.json,2025-11-03T18:04:42Z,breitbart-news,Breitbart News,Veteran British Socialist Jeremy Corbyn Campaigning For Zohran Mamdani Ahead of New York Election,https://www.breitbart.com/europe/2025/11/03/veteran-british-socialist-jeremy-corbyn-campaigning-for-nys-mamdani/
Elizabeth Weibel,"President Donald Trump encouraged people in New York City to vote for former New York Gov. Andrew Cuomo (D) in the city’s mayoral election, warning that a vote for NYC Republican mayoral candidate Cu…","President Donald Trump encouraged people in New York City to vote for former New York Gov. Andrew Cuomo (D) in the city's mayoral election, warning that a vote for NYC Republican mayoral candidate Curtis Sliwa is a ""vote for"" socialist Zohran Mamdani, the Dem…",Nov18_Right_pre.json,2025-11-04T00:34:38Z,breitbart-news,Breitbart News,"Trump Urges NYC to Vote for Andrew Cuomo, Warns Voting for Curtis Sliwa 'Is a Vote For' Socialist Mamdani",https://www.breitbart.com/politics/2025/11/03/trump-urges-nyc-to-vote-for-andrew-cuomo-warns-voting-for-curtis-sliwa-is-a-vote-for-socialist-mamdani/
"Paul Bois, Paul Bois","Comedian Jon Stewart hosted a softball interview with Democratic Socialist Zohran Mamdani during a segment of The Daily Show this week, hailing him for his “affirmative” messaging while calling his c…","Comedian Jon Stewart hosted a softball interview with Democratic Socialist Zohran Mamdani during a segment of ""The Daily Show"" this week, hailing him for his ""affirmative"" messaging while calling his candidacy a ""Jackie Robinson moment."" The post Jon Stewart …",Nov18_Right_pre.json,2025-10-29T12:55:33Z,breitbart-news,Breitbart News,Jon Stewart Hails Socialist Mamdani's Candidacy a 'Jackie Robinson Moment' in Tongue Bath Interview,https://www.breitbart.com/entertainment/2025/10/29/jon-stewart-softballs-mamdani-jackie-robinson-moment/
Joshua Klein,"Rep. Mike Lawler (R-NY) warned New York City the financial capital of the world would face a complete disaster if socialist Assemblyman Zohran Mamdani takes power, cautioning his radical agenda on po…","Rep. Mike Lawler (R-NY) warned New York City — the financial capital of the world — would face “a complete disaster” if socialist Assemblyman Zohran Mamdani takes power, cautioning his radical agenda on policing and governance will endanger the city’s safety …",Nov18_Right_pre.json,2025-11-02T10:31:29Z,breitbart-news,Breitbart News,"Exclusive -- Rep. Lawler Warns: Mamdani’s Marxist Agenda Will Shatter NYC’s Global Financial Standing, Spark Mass Exodus",https://www.breitbart.com/politics/2025/11/02/exclusive-rep-lawler-warns-mamdanis-marxist-agenda-will-shatter-nycs-global-financial-standing-spark-mass-exodus/
"Joshua Klein, Joshua Klein","Survivors, first responders, and victims families from the 9/11 community are disgusted and outraged by Zohran Mamdanis decision to campaign and pose for a smiling photo with a radical imam once name…","Survivors, first responders, and victims’ families from the 9/11 community are “disgusted and outraged” by Zohran Mamdani’s decision to campaign and pose for a smiling photo with a radical imam once named as an unindicted co-conspirator in the 1993 World Trad…",Nov18_Right_pre.json,2025-10-22T02:59:45Z,breitbart-news,Breitbart News,Exclusive — Top 9/11 Lawyer: ‘We Can’t Let Mamdani Near City Hall’,https://www.breitbart.com/politics/2025/10/21/exclusive-top-9-11-lawyer-mamdani-embrace-radical-imam-insults-9-11-family/
"Hannah Knudsen, Hannah Knudsen","New York City Mayor Eric Adams (D) is expected to endorse former New York Gov. Andrew Cuomo (I) for mayor, just weeks ahead of the highly anticipated race in the Big Apple. Despite bad blood between…",New York City Mayor Eric Adams (D) is expected to endorse former New York Gov. Andrew Cuomo (I) for mayor. The post Report: NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor appeared first on Breitbart.,Nov18_Right_pre.json,2025-10-23T18:27:21Z,breitbart-news,Breitbart News,Report: NYC Mayor Eric Adams to Endorse Andrew Cuomo for Mayor,https://www.breitbart.com/politics/2025/10/23/report-nyc-mayor-eric-adams-to-endorse-andrew-cuomo-mayor/
Hannah Knudsen,"“At this time, there will be no benefits issued November 01. We are approaching an inflection point for Senate Democrats. They can continue to hold out for healthcare for illegal aliens and gender mu…",The Trump administration is expected to dole out partial Supplemental Nutrition Assistance Program (SNAP) benefits as they were not given at the beginning of the month due to Democrats refusing to reopen the government more than a dozen times. The post Trump …,Nov18_Right_pre.json,2025-11-03T22:26:43Z,breitbart-news,Breitbart News,Trump Administration Will Dole Out Partial SNAP Benefits amid Democrat Government Shutdown,https://www.breitbart.com/politics/2025/11/03/trump-administration-will-dole-out-partial-snap-benefits-amid-democrat-government-shutdown/
"Elizabeth Weibel, Elizabeth Weibel","New York City (NYC) Republican mayoral candidate Curtis Sliwa melted down during a radio interview on Wednesday after he was informed he was “going to lose badly.” During an interview with 77 WABC, …","New York City (NYC) Republican mayoral candidate Curtis Sliwa melted down during a radio interview on Wednesday after he was informed he was ""going to lose badly."" The post Curtis Sliwa Melts Down on Radio Interview After Being Told He Will ‘Lose Badly’ appea…",Nov18_Right_pre.json,2025-10-22T22:48:54Z,breitbart-news,Breitbart News,Curtis Sliwa Melts Down on Radio Interview After Being Told He Will 'Lose Badly',https://www.breitbart.com/politics/2025/10/22/curtis-sliwa-melts-down-on-radio-interview-after-being-told-he-will-lose-badly/
Elizabeth Weibel,"Billionaire Michael Bloomberg reaffirmed his support for former New York Gov. Andrew Cuomo (D) in New York City’s mayoral race, highlighting how “Cuomo has the experience and toughness” to stand up f…","Billionaire Michael Bloomberg reaffirmed his support for former New York Gov. Andrew Cuomo (D) in New York City's mayoral race, highlighting how ""Cuomo has the experience and toughness"" to stand up for the people of the city. The post Billionaire Mike Bloombe…",Nov18_Right_pre.json,2025-10-30T02:30:19Z,breitbart-news,Breitbart News,Billionaire Mike Bloomberg Affirms Support for Andrew Cuomo in NYC Mayoral Race: Cuomo Has 'Experience',https://www.breitbart.com/politics/2025/10/29/billionaire-mike-bloomberg-affirms-support-andrew-cuomo-nyc-mayoral-race/
Ian Hanchett,"On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage…","On Monday’s edition of CBS’s “The Takeout,” Rep. Tom Suozzi (D-NY) said that if New York raises taxes on the state or city levels, it will chase people and businesses out and raising the minimum wage would do likewise, and The post Suozzi: Raising Taxes, Mini…",Nov18_Right_pre.json,2025-11-04T12:03:04Z,breitbart-news,Breitbart News,"Suozzi: Raising Taxes, Minimum Wage Is Bad for NY, Do It at National Level",https://www.breitbart.com/clips/2025/11/04/suozzi-raising-taxes-minimum-wage-is-bad-for-ny-do-it-at-national-level/
"Hannah Knudsen, Hannah Knudsen","Democrats shut down the government because they fear far-left activists, House Speaker Mike Johnson (R-LA) said during a press conference on day 28 of the shutdown. Johnson pointed out that House Mi…","Democrats shut down the government because they fear far-left activists, House Speaker Mike Johnson (R-LA) said during a press conference on day 28 of the shutdown. The post Speaker Johnson: Democrats Shut Down the Government Because They Fear Far-Left Activi…",Nov18_Right_pre.json,2025-10-28T20:23:02Z,breitbart-news,Breitbart News,Speaker Johnson: Democrats Shut Down the Government Because They Fear Far-Left Activists,https://www.breitbart.com/politics/2025/10/28/speaker-johnson-democrats-shut-down-the-government-because-they-fear-far-left-activists/
"Hannah Knudsen, Hannah Knudsen","Immigration and Customs Enforcement (ICE) agents descended on Chinatowns Canal Street Tuesday, going after illegal street vendors — a move that generated backlash from some onlookers. Video shows ag…","Immigration and Customs Enforcement (ICE) agents descended on Chinatown’s Canal Street Tuesday, going after illegal street vendors. The post ICE Cracks Down on Illegal Street Vendors in New York City appeared first on Breitbart.",Nov18_Right_pre.json,2025-10-22T16:39:30Z,breitbart-news,Breitbart News,ICE Cracks Down on Illegal Street Vendors in New York City,https://www.breitbart.com/politics/2025/10/22/ice-cracks-down-on-illegal-street-vendors-new-york-city/
Jasmyn Jordan,"Democratic gubernatorial candidate Mikie Sherrill is now the target of a mailer criticizing her positions from a newly formed outside group while, separately, a Republican sheriff candidate in Hudson…","Democratic gubernatorial candidate Mikie Sherrill is now the target of a mailer criticizing her positions from a newly formed outside group while, separately, a Republican sheriff candidate in Hudson County is rolling campaign trucks through neighborhoods urg…",Nov18_Right_pre.json,2025-11-01T23:40:59Z,breitbart-news,Breitbart News,Democrat Mikie Sherrill Faces Attacks from Both Directions as Election Nears,https://www.breitbart.com/politics/2025/11/01/democrat-mikie-sherrill-faces-attacks-from-both-directions-as-election-nears/
John Nolte,Mean girl Rep. Alexandria Ocasio-Cortez (D-NY) used her verified X account to tell womens rights activist and full-time mother Riley Gaines to get a real job. It all started on Monday when Gaines po…,Mean girl Rep. Alexandria Ocasio-Cortez (D-NY) used her verified X account to tell women’s rights activist and full-time mother Riley Gaines to “get a real job.” The post Nolte: Mean Girl AOC Tells Full-Time Mom Riley Gaines to ‘Get a Real Job’ appeared first…,Nov18_Right_pre.json,2025-10-29T14:13:13Z,breitbart-news,Breitbart News,Nolte: Mean Girl AOC Tells Full-Time Mom Riley Gaines to ‘Get a Real Job’,https://www.breitbart.com/politics/2025/10/29/nolte-mean-girl-aoc-tells-full-time-mom-riley-gaines-to-get-a-real-job/
